id,exp,stratum,site,pre.unemp,pre.age,pre.male,pre.race,pre.marr,pre.educ,pre.empl,pre.activ,pre.illeg,pre.months,pre.hours,pre.earned,trt.months,trt.hours,trt.earned,out.months,out.hours,out.earned
587998,contr,crim,45,11.133333,30-39,1,black,sep/div/wid,dipl,empl,unempl,0,3,30.69439697,144.4443512,0,0,0,6,715,1906.6666
588010,contr,drug,42,11.333333,16-19,1,black,nev married,dipl,not empl,home,108.3332825,1,2.527775764,5.777775764,,,,,,
588078,exper,afdc,36,9.8999996,40-49,0,hispan,sep/div/wid,no cred,empl,home,0,1,13.72221756,34.30551147,14,2060.4998,6727.5,9,1404,4718.9985
588094,exper,drop,15,8.166666,16-19,0,black,nev married,no cred,not empl,home,31.59718323,0,0,0,13,2686.666,7113.166,,,
588191,exper,drug,16,8.4666662,20-29,1,black,nev married,dipl,empl,other,216.6665955,0,0,0,1,86.666656,221,0,0,0
588337,contr,drop,18,8.166666,16-19,1,hispan,nev married,no cred,empl,other,0,7,105.6249542,443.6245117,3,519.99994,1118,,,
588463,contr,crim,21,11.299999,30-39,1,white,nev married,dipl,empl,other,0,2,31.77772522,64.99996948,0,0,0,6,312,858
588654,exper,crim,18,8.2333326,16-19,1,hispan,nev married,no cred,empl,other,180.5553741,1,14.44443989,36.11108398,3,433.33328,736.66663,,,
589145,contr,drop,15,8.3999996,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,2,173.33331,303.33331,,,
589763,contr,drop,15,8.7999992,16-19,1,white,nev married,no cred,empl,other,0,4,103.9999695,202.2221375,1,101.83333,238.33333,5,693.33325,1681.3331
590118,contr,crim,20,13.7,20-29,1,black,sep/div/wid,no cred,not empl,,0,0,0,0,0,0,0,0,0,0
590419,exper,afdc,20,10.4,20-29,0,black,nev married,no cred,not empl,home,0,1,3.61110878,11.37499809,12,2079.9995,6447.9961,0,0,0
590587,exper,drug,8,,,1,,nev married,dipl,,other,,,,,9,1494.9999,3432,0,0,0
591382,exper,crim,20,12.7,16-19,1,black,nev married,no cred,not empl,,0,0,0,0,3,346.66663,918.66663,0,0,0
591683,contr,drop,12,8.4333334,16-19,1,hispan,nev married,no cred,empl,home,0,2,34.66664124,41.88882446,2,346.66663,693.33331,9,1473.3331,5525
591816,contr,crim,16,,,1,,nev married,dipl,,unempl,,,,,,,,4,520,1733.3333
591890,exper,crim,12,14.4,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,4,519.99994,1733.3325,3,346.66663,1040
592022,exper,drug,42,11.333333,20-29,1,white,married,dipl,empl,unempl,0,1,14.44443989,36.11108398,17,2946.6658,12934.998,9,1473.333,13260
592035,exper,drop,40,8.5333328,16-19,1,hispan,married,no cred,not empl,unempl,0,0,0,0,15,1039.9999,6850.999,,,
592226,exper,drug,8,7.5999999,20-29,1,black,nev married,dipl,not empl,home,0,0,0,0,4,584.99994,1620.6666,0,0,0
592255,exper,crim,40,8.6333332,16-19,0,black,nev married,no cred,empl,unempl,0,1,10.11110783,19.86109924,,,,0,0,0
592815,exper,crim,48,7.8999996,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,,,,,,
592899,contr,crim,8,13.166666,20-29,1,hispan,nev married,no cred,not empl,unempl,90.27749634,0,0,0,0,0,0,0,0,0
593144,exper,drug,10,6.8666663,20-29,1,black,nev married,dipl,empl,other,94.79159546,5,64.99983215,290.8747559,13,2079.9995,6612.667,,,
593157,contr,afdc,30,10.033333,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,2,173.33331,433.33331,,,
593348,contr,afdc,36,9.8999996,20-29,0,hispan,sep/div/wid,dipl,not empl,home,0,0,0,0,5,658.66663,2166.666,9,1429.9999,4144.8335
593351,contr,crim,8,7.5666661,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,9,896.99988,1755,,,
593380,exper,afdc,12,9.3666668,20-29,0,black,nev married,dipl,not empl,unempl,0,3,10.83332634,21.66662598,17,2502.4998,8374.166,,,
593636,contr,afdc,36,10.033333,30-39,0,black,sep/div/wid,no cred,empl,home,0,10,137.2218628,428.8186035,12,1880.6663,6608.3311,,,
593665,contr,afdc,24,9.6999998,30-39,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,7,931.66663,3644.3315,,,
593830,contr,crim,16,8.666666,20-29,1,black,married,no cred,empl,unempl,1588.884033,6,129.999939,433.3325195,0,0,0,0,0,0
594062,exper,crim,12,8.166666,30-39,1,black,nev married,dipl,empl,other,0,6,95.33325195,317.7773438,7,834.1665,2426.6667,,,
594295,exper,drop,24,9.6999998,16-19,1,black,nev married,no cred,empl,school,0,3,37.91662598,59.58325195,18,3358.3325,9901.666,,,
594334,exper,drop,24,9.833333,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,3,509.16666,5622.499,,,
594606,contr,afdc,12,9.3666668,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
594622,exper,drug,32,9,20-29,1,black,nev married,no cred,empl,home,0,1,14.44443989,32.49996948,16,2426.666,7856.332,,,
594651,contr,drug,4,7.2666664,50-59,1,black,married,no cred,empl,home,0,3,17.152771,113.7499695,15,966.33325,1852.4996,9,1473.333,5893.3306
594871,exper,drop,18,8.7999992,16-19,1,hispan,nev married,no cred,empl,other,0,11,53.4443512,180.5554352,9,1213.3333,2236,6,866.66663,5416.665
595045,exper,afdc,6,7.2666664,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,11,1906.6663,6153.333,0,0,0
595090,contr,crim,20,9.9333334,30-39,1,black,nev married,dipl,not empl,other,17.33331299,0,0,0,0,0,0,0,0,0
595375,exper,drug,48,8.5999994,20-29,1,black,nev married,dipl,empl,other,0,0,0,0,16,2599.9995,7661.3335,,,
595401,contr,afdc,12,9.6999998,30-39,0,hispan,sep/div/wid,no cred,empl,other,0,3,43.33325195,108.333252,3,346.66663,866.66663,,,
595427,contr,drug,12,11.266666,20-29,0,white,married,no cred,empl,work,0,11,178.2081451,417.0822754,,,,,,
595524,exper,afdc,30,10,20-29,0,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,18,2654.1665,9609.1641,9,1364.9998,5733
595689,contr,crim,15,8.7333326,20-29,1,black,nev married,no cred,not empl,work,0,1,8.305551529,22.56941223,3,329.33331,1646.666,,,
596442,contr,crim,4,7.5666661,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,0,0,0,0,0,0
596620,contr,crim,15,8.166666,16-19,1,black,nev married,no cred,empl,other,180.5554962,8,108.3330994,246.2775574,6,953.33325,2740.833,,,
596701,contr,crim,54,11.2,20-29,0,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,2,147.33331,346.66663
596798,contr,afdc,20,10.4,40-49,0,black,nev married,dipl,not empl,school,0,0,0,0,8,649.99994,2444,8,812.49988,2307.4998
597205,contr,crim,20,8.7333326,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,7,1050.8333,3572.8328,,,
597218,exper,drug,6,7.8333325,30-39,1,hispan,nev married,dipl,not empl,other,2166.663574,0,0,0,13,2166.666,17610.664,9,2210,25783.33
597409,exper,drug,28,11.2,30-39,1,black,married,no cred,not empl,unempl,0,0,0,0,7,1126.6665,3239.1665,,,
597425,exper,afdc,15,8.166666,20-29,0,black,married,no cred,not empl,home,0,0,0,0,5,769.16656,1841.6666,,,
597441,exper,drug,14,11.133333,30-39,1,white,nev married,dipl,not empl,unempl,0,0,0,0,8,1213.3331,3622.666,,,
597690,exper,drug,48,8.5,20-29,1,hispan,sep/div/wid,no cred,empl,,0,12,21.66662598,108.3330231,18,2524.1663,16717.996,9,1256.6666,10616.664
597755,exper,drug,48,9,20-29,1,black,married,dipl,empl,unempl,86.66664124,3,36.11103821,99.30549622,16,2599.9993,7799.9961,1,173.33331,476.66666
597784,exper,afdc,30,10.099999,30-39,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,15,2599.9993,8059.9951,0,0,0
597797,exper,crim,25,8.7333326,20-29,1,black,nev married,no cred,empl,,0,0,0,0,6,953.33325,2812.3333,,,
598181,contr,crim,10,9.9333334,20-29,1,black,nev married,dipl,empl,other,0,0,0,0,1,86.666656,260,0,0,0
598220,exper,drop,12,8.1999998,16-19,1,white,nev married,no cred,not empl,home,0,3,16.24998474,54.16659546,5,693.33325,1993.333,,,
598408,exper,afdc,12,9.8999996,30-39,0,black,nev married,dipl,not empl,home,0,0,0,0,11,1592.4998,4907.5,0,0,0
598589,exper,crim,12,12.733333,20-29,1,black,nev married,no cred,empl,other,1733.328369,4,57.77766418,187.7776489,9,1768,3904.333,1,104,296.83325
598592,exper,crim,32,7.8999996,20-29,1,black,nev married,no cred,empl,other,0,3,43.33325195,75.83325195,,,,7,1213.3333,2730
598602,exper,afdc,24,10,20-29,0,black,sep/div/wid,no cred,not empl,home,0,3,12.99999809,49.83325195,5,758.33325,2058.3333,2,303.33331,858
598848,exper,drug,20,13,20-29,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,5,779.99994,2028,1,173.33331,650
599041,contr,drug,21,11.099999,20-29,0,white,sep/div/wid,dipl,empl,other,270.833252,0,0,0,0,0,0,9,520,1949.9998
599258,exper,crim,28,10.566667,20-29,1,black,nev married,no cred,empl,home,36.11108398,1,7.222219467,18.05554199,18,2287.9995,10733.666,,,
599290,contr,afdc,4,5.2499995,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
599410,contr,drug,8,13.066667,40-49,1,hispan,married,no cred,empl,unempl,0,5,64.99983215,243.7498474,4,487.49994,1690,6,1039.9999,3120
599494,contr,drug,16,,,1,black,,no cred,,,0,0,0,0,0,0,0,,,
599517,exper,drop,8,11.533333,20-29,1,black,nev married,no cred,empl,,722.2207031,3,16.24998474,102.9165955,1,86.666656,238.33333,9,1559.9998,14625
599546,exper,afdc,6,6.5999994,20-29,0,black,nev married,dipl,not empl,home,0,0,0,0,11,1819.9998,5622.5,,,
599685,exper,drug,42,11.333333,30-39,1,black,married,dipl,empl,home,0,3,43.33325195,102.9165955,1,173.33331,346.66666,0,0,0
600008,exper,drug,40,8.3666668,30-39,1,black,sep/div/wid,dipl,not empl,other,288.8886719,0,0,0,0,0,0,,,
600231,contr,afdc,3,6.8999991,20-29,0,black,nev married,dipl,empl,home,0,0,0,0,13,2079.9995,7539.9961,,,
600260,exper,crim,45,11.299999,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,7,1213.3333,3306.333,0,0,0
600286,exper,crim,20,13,16-19,1,black,nev married,no cred,empl,home,0,2,19.86109924,48.74996948,14,2166.6663,5867.3335,6,1191.6665,4766.665
600529,exper,afdc,24,9.6999998,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,17,2502.4998,8216,,,
600558,contr,afdc,30,10.033333,30-39,0,black,nev married,no cred,empl,home,0,0,0,0,0,0,0,,,
600723,exper,crim,10,8.6333332,20-29,0,black,married,no cred,not empl,,180.5553741,0,0,0,4,606.66663,1592.5,,,
600736,contr,drop,40,8.5,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,9,1559.9998,3314.9995
600820,exper,drop,8,11.299999,20-29,0,black,nev married,no cred,empl,,0,2,32.49996948,18.05554199,,,,,,
600859,contr,drug,12,13.166666,20-29,1,hispan,nev married,no cred,empl,other,0,4,50.55545044,139.7499084,0,0,0,0,0,0
600914,exper,drug,20,14.4,30-39,1,black,sep/div/wid,no cred,empl,work,379.1645508,2,10.83333206,36.11105347,14,2339.9995,6044.9985,9,2426.6665,8319.9971
600930,exper,drug,24,8.5333328,30-39,1,black,married,dipl,not empl,other,0,0,0,0,11,1906.6663,4914,9,2123.3333,7214.9985
601117,exper,drug,8,5.2499995,20-29,1,black,nev married,dipl,not empl,home,1299.999268,0,0,0,,,,,,
601272,exper,crim,30,8.6333332,20-29,1,black,married,no cred,not empl,,0,0,0,0,9,1235,3514.3333,,,
601311,contr,afdc,36,9.5333328,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,6,834.1665,2574
601337,exper,drop,18,8.5999994,16-19,1,black,nev married,no cred,empl,unempl,0,1,7.222219467,20.22221375,14,2097.3333,10486.664,0,0,0
601845,exper,afdc,30,10.033333,40-49,0,black,sep/div/wid,dipl,not empl,,0,0,0,0,8,1213.3331,3900,0,0,0
601971,contr,crim,16,,,1,,married,,,unempl,,,,,3,69.333313,520,0,0,0
601984,exper,crim,12,12.966666,20-29,1,black,nev married,dipl,not empl,work,0,0,0,0,2,346.66663,910,0,0,0
602103,contr,crim,12,7.0999999,30-39,1,black,married,no cred,not empl,other,0,0,0,0,0,0,0,,,
602116,exper,drug,48,8.6333332,16-19,1,black,nev married,no cred,empl,unempl,0,7,92.44424438,182.7221222,8,1299.9998,3587.9995,9,1768,5967
602433,exper,drop,48,8.3666668,16-19,1,black,nev married,no cred,empl,home,0,0,0,0,9,1559.9998,7409.9971,,,
602514,contr,crim,12,8.5999994,20-29,1,black,married,dipl,not empl,unempl,0,0,0,0,6,801.66663,1950,2,325,1137.4995
602530,exper,afdc,2,6.9333329,20-29,0,black,nev married,no cred,empl,unempl,0,3,18.05554199,41.52770996,12,1993.3328,5631.166,,,
602569,contr,crim,27,11.099999,20-29,1,hispan,nev married,dipl,empl,,0,6,77.99993896,151.6664429,3,260,736.66663,0,0,0
602572,contr,drop,8,,,1,,nev married,,,other,,,,,2,173.33331,433.33331,4,530.83325,910
602585,contr,crim,16,13.166666,20-29,1,black,nev married,no cred,empl,unempl,58.68049622,2,16.24998474,24.37496948,11,1906.6663,5525,,,
602637,exper,drug,24,8.666666,20-29,1,black,sep/div/wid,dipl,empl,other,180.5553741,5,72.22206116,315.9719238,4,660.83325,1646.6666,0,0,0
602886,exper,crim,35,11.266666,16-19,1,black,nev married,no cred,empl,school,0,0,0,0,1,173.33331,494,0,0,0
603034,contr,drug,8,13,30-39,1,black,sep/div/wid,no cred,empl,home,0,7,89.37483215,287.0830078,0,0,0,7,1126.6665,7041.6646
603063,exper,crim,10,8.6999998,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,1,173.33331,379.16666,,,
603076,exper,crim,25,9.2333326,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,8,1386.6665,5238.9976,,,
603115,exper,crim,45,11.266666,20-29,0,black,sep/div/wid,dipl,empl,other,0,4,57.77766418,245.555481,15,3141.6665,7875.832,0,0,0
603131,contr,crim,36,10.933333,30-39,1,black,sep/div/wid,ged,empl,unempl,0,1,3.61110878,14.80555344,,,,,,
603160,exper,afdc,5,7.4333329,20-29,0,black,sep/div/wid,dipl,not empl,other,0,0,0,0,18,3046.333,9165,9,1481.9998,6278.9985
603173,contr,drop,5,7.6666665,16-19,1,black,nev married,no cred,empl,other,0,2,25.99996948,76.91659546,6,953.33325,4766.666,9,1559.9998,4835.9971
603186,contr,afdc,4,6.4999995,20-29,0,black,nev married,no cred,empl,unempl,0,5,32.49990845,81.24987793,0,0,0,,,
603225,exper,afdc,18,9.4666662,30-39,0,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,12,1809.1663,5232.5005,,,
603351,exper,crim,8,12.066667,20-29,1,black,nev married,no cred,not empl,work,0,1,7.222219467,16.61109924,10,1559.9998,4374.4995,7,1126.6665,4225
603393,exper,drop,24,13.166666,16-19,1,black,nev married,no cred,empl,other,1299.996094,4,64.99996948,361.1105957,7,1126.6665,2959.6665,3,519.99994,2079.999
604114,contr,drug,24,8.4666662,20-29,1,white,sep/div/wid,no cred,empl,unempl,0,2,16.24998474,32.49996948,6,286,953.33325,0,0,0
604143,contr,afdc,4,6.8666663,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
604156,contr,afdc,15,8.6999998,30-39,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,8,487.5,1950,,,
604279,exper,drug,8,12.466666,20-29,1,white,nev married,no cred,empl,other,0,0,0,0,0,0,0,5,520,2166.6665
604334,contr,crim,45,11.099999,20-29,1,black,married,dipl,empl,other,0,0,0,0,0,0,0,1,4.333333,54.166656
604363,exper,afdc,3,6.8999991,30-39,0,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
604389,exper,afdc,5,7.4333329,20-29,0,black,nev married,no cred,not empl,home,0,1,8.666664124,17.152771,9,1559.9998,3899.9995,,,
604431,exper,drug,16,12.7,20-29,1,black,sep/div/wid,dipl,empl,,0,0,0,0,3,519.99994,1378,5,975,3791.665
604460,contr,crim,25,9.2333326,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,1,65,281.6665,0,0,0
604486,exper,crim,25,8.6999998,30-39,1,black,sep/div/wid,dipl,empl,,0,4,57.77766418,252.7776489,7,1126.6665,2990,,,
604538,exper,drug,8,7.4666667,20-29,1,black,nev married,dipl,empl,unempl,3394.440674,0,0,0,18,3455.8325,15181.832,9,1386.6665,8894.1641
604677,contr,crim,16,12.7,20-29,1,black,nev married,no cred,empl,home,108.3331909,2,21.66662598,86.66659546,7,1213.3333,5308.3311,9,1559.9998,6824.9971
604693,contr,crim,48,8.3999996,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,,,,,,
604952,contr,drop,30,10.033333,16-19,1,black,nev married,no cred,empl,unempl,0,3,31.59718323,50.55549622,3,233.99997,600.16663,,,
604978,exper,afdc,30,10.033333,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,13,1850.3329,5395,,,
605061,contr,drop,12,8.3666658,16-19,1,black,nev married,no cred,empl,other,0,2,28.88882446,25.27774048,,,,,,
605171,contr,crim,42,11.066667,20-29,1,hispan,sep/div/wid,no cred,empl,unempl,0,6,57.77764893,722.2202148,8,1386.6665,7280,9,1559.9998,8190
605265,contr,drop,15,8.7999992,16-19,1,black,nev married,no cred,empl,unempl,0,3,27.08328247,58.49996948,1,86.666656,216.66666,0,0,0
605281,contr,crim,35,11.266666,16-19,1,black,nev married,no cred,empl,other,0,3,43.33325195,75.83325195,2,43.333332,433.33331,,,
605566,contr,crim,48,8.3666668,16-19,1,black,nev married,no cred,empl,unempl,0,1,14.44443989,53.08331299,0,0,0,,,
605676,exper,crim,25,9.2333326,16-19,1,black,nev married,no cred,not empl,,0,0,0,0,0,0,0,3,454.99997,1170
605977,exper,crim,24,10.8,16-19,1,black,nev married,no cred,empl,unempl,0,0,0,0,12,2079.9995,5875.9995,,,
605993,contr,drug,12,13.166666,30-39,1,black,sep/div/wid,no cred,empl,other,234.7221375,1,7.222219467,31.95831299,2,104,650,0,0,0
606138,contr,crim,6,7.5333333,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,0,0,0
606549,contr,crim,15,9.2333326,20-29,1,black,nev married,no cred,empl,unempl,0,0,0,0,10,792.99994,3982.333,8,1386.6665,6066.6641
606578,exper,drop,24,11.299999,16-19,1,white,nev married,no cred,empl,,0,1,3.249998093,10.29166508,17,2773.3325,8943.998,9,1559.9998,4290
606594,exper,drug,16,12.066667,20-29,1,black,nev married,no cred,empl,,0,6,82.33320618,249.1663971,13,2166.6663,6060.167,9,1473.3331,5156.665
606620,exper,crim,10,8.6999998,20-29,1,black,nev married,dipl,empl,,0,0,0,0,9,1559.9998,6278.9985,,,
606659,exper,crim,10,9.2333326,30-39,1,black,married,dipl,empl,,0,0,0,0,0,0,0,0,0,0
606691,exper,afdc,10,8.6999998,50-59,0,hispan,sep/div/wid,no cred,not empl,,0,0,0,0,0,0,0,,,
606785,exper,crim,42,9.499999,16-19,1,hispan,nev married,dipl,empl,other,0,6,86.66647339,216.6664124,17,2799.3323,8341.665,,,
607014,contr,drug,8,13,30-39,1,hispan,married,dipl,empl,unempl,0,7,176.9441528,399.3879395,,,,,,
607027,contr,afdc,10,8.6333332,20-29,0,black,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,,,
607331,contr,afdc,25,8.9666662,20-29,0,black,sep/div/wid,ged,not empl,unempl,0,0,0,0,,,,,,
607357,exper,drug,24,11.299999,20-29,0,black,sep/div/wid,dipl,empl,,649.998291,0,0,0,13,2079.9995,5564,2,259.99997,676
607412,contr,drug,24,8.4666662,30-39,1,black,sep/div/wid,dipl,empl,other,1624.997314,6,77.99993896,181.2775574,0,0,0,1,86.666656,325
607519,exper,afdc,9,8.3999996,30-39,0,black,nev married,dipl,not empl,home,0,0,0,0,9,1798.3331,5938.832,,,
607535,exper,afdc,6,7.5999999,50-59,0,black,nev married,no cred,not empl,home,0,0,0,0,18,3119.999,8475.999,9,1442.9998,4874.9985
607632,contr,crim,15,8.5999994,20-29,1,hispan,nev married,no cred,empl,unempl,90.27772522,1,14.44443989,39.72218323,,,,0,0,0
607836,exper,crim,48,8.5999994,20-29,1,black,married,no cred,empl,work,10832.24219,4,57.77766418,43.33331299,18,3033.3325,9901.665,,,
607849,contr,drug,10,7.0999999,30-39,0,black,sep/div/wid,dipl,empl,unempl,0,0,0,0,,,,,,
608369,exper,crim,40,8.3999996,20-29,1,black,sep/div/wid,no cred,empl,home,0,0,0,0,16,3163.3328,10560.328,0,0,0
608592,contr,afdc,12,9.6999998,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
608602,contr,crim,42,11.266666,30-39,1,white,sep/div/wid,dipl,not empl,other,194.999939,0,0,0,,,,,,
608644,contr,crim,12,8.7999992,30-39,0,black,nev married,no cred,not empl,other,288.8884277,0,0,0,0,0,0,0,0,0
608796,exper,drug,21,10.566667,20-29,0,white,sep/div/wid,dipl,empl,unempl,649.9990234,0,0,0,17,2859.9993,10139.997,,,
608819,contr,drop,15,8.1999998,16-19,1,black,nev married,no cred,empl,other,0,3,30.69436646,77.63882446,2,259.99997,975,0,0,0
609038,exper,drug,40,8.4666662,20-29,1,black,nev married,dipl,empl,unempl,231.1108704,0,0,0,9,1386.6664,3644.3335,0,0,0
609177,contr,drug,42,11.299999,20-29,1,black,sep/div/wid,no cred,not empl,other,1733.331543,0,0,0,0,0,0,,,
609193,contr,drug,42,11.299999,20-29,1,white,nev married,dipl,not empl,unempl,0,0,0,0,,,,,,
609643,contr,crim,36,10.933333,30-39,0,white,sep/div/wid,dipl,not empl,other,794.4418945,0,0,0,,,,,,
609986,contr,crim,35,9.499999,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,2,65,628.33301,,,
610205,exper,crim,54,11.2,30-39,1,hispan,sep/div/wid,no cred,empl,unempl,577.7766113,0,0,0,5,779.99994,587.16663,5,779.99988,3022.4993
610218,contr,drug,12,12.966666,30-39,1,black,married,dipl,empl,other,0,4,51.27766418,178.3888092,16,2686.666,10595,1,173.33331,459.33331
610221,exper,afdc,2,6.833333,20-29,0,black,nev married,dipl,empl,unempl,0,4,57.77766418,147.3332825,12,1993.3329,5286.666,,,
610467,contr,crim,12,8.7999992,20-29,1,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,4,519.99994,1689.999
610616,contr,drug,8,14.033333,20-29,1,black,nev married,no cred,empl,unempl,0,4,54.16656494,144.444397,0,0,0,0,0,0
610645,exper,crim,27,11.2,20-29,1,white,nev married,dipl,not empl,unempl,0,0,0,0,18,3575,18806.662,,,
610690,contr,drop,12,8.0666666,16-19,1,hispan,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,7,974.99994,3304.1663
610836,contr,drug,48,8.5999994,20-29,1,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
610852,exper,afdc,15,8.2333326,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,12,1993.3328,6948.498,,,
611000,contr,crim,35,10.933333,16-19,1,black,nev married,no cred,not empl,work,181.4582214,2,2.166664124,5.416662216,5,563.33325,1338.9999,6,866.66663,5914.999
611039,contr,crim,28,11.266666,20-29,1,black,married,dipl,empl,other,2311.108643,3,6.499998093,216.6665955,2,173.33331,450.66663,0,0,0
611385,contr,drop,12,8.166666,16-19,1,white,nev married,no cred,empl,home,72.22216797,4,23.11103821,53.44433594,,,,,,
611903,exper,crim,54,11.333333,16-19,1,hispan,nev married,dipl,not empl,other,0,0,0,0,18,1646.6663,5297.4976,7,1126.6665,2985.6663
611916,exper,crim,16,,,1,,sep/div/wid,dipl,,other,,,,,0,0,0,,,
611929,contr,afdc,5,6.833333,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,7,519.99994,1377.9999,,,
612180,contr,drug,48,8.2666664,30-39,1,black,nev married,no cred,empl,home,0,11,68.24972534,429.7211914,0,0,0,,,
612258,contr,crim,9,8.7999992,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,5,606.66663,1512.3334,3,433.33328,1191.6666
612517,exper,drop,8,13.066667,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,8,1299.9999,3705,,,
612533,contr,afdc,60,6.0999999,30-39,0,white,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
612546,contr,crim,20,13.7,20-29,1,hispan,nev married,dipl,not empl,home,0,5,21.66664124,144.4443359,2,32.5,650,9,1559.9998,14234.998
612821,contr,drug,6,6.4000001,20-29,0,hispan,sep/div/wid,no cred,not empl,school,993.0537109,0,0,0,18,3119.999,11700,,,
612902,contr,drug,16,12.733333,20-29,1,black,sep/div/wid,no cred,not empl,other,0,8,,92.44430542,6,194.99997,1321.6661,9,779.99988,4290
613118,contr,crim,42,11.266666,20-29,1,black,nev married,no cred,empl,unempl,288.8886719,1,5.777775764,25.27774048,9,389.99982,1949.9998,2,259.99997,676
613192,exper,drug,10,7.4666667,30-39,1,black,sep/div/wid,no cred,empl,unempl,0,11,137.2218323,402.2763672,16,1750.6658,4537,6,953.33325,3293.3325
613244,contr,crim,6,8.5333328,20-29,1,black,married,no cred,not empl,other,0,0,0,0,5,1109.3333,2946.6665,,,
613325,exper,crim,12,7.666666,30-39,1,hispan,nev married,no cred,not empl,home,135.4166412,0,0,0,,,,,,
613804,exper,drop,16,13.933333,16-19,1,black,nev married,no cred,empl,other,0,3,43.33325195,92.08325195,12,2079.9995,5538,,,
613846,contr,crim,36,10.933333,20-29,0,black,nev married,no cred,empl,unempl,0,0,0,0,,,,,,
614230,contr,crim,24,8.666666,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,7,1137.4998,5091.6655,2,390,1670.4998
614256,contr,drop,6,8.5333328,20-29,0,hispan,nev married,no cred,empl,home,0,2,28.88882446,66.44439697,5,779.99988,1911,0,0,0
614502,exper,crim,14,11.266666,20-29,1,black,nev married,no cred,not empl,school,0,1,7.222219467,17.69442749,3,519.99994,1365,0,0,0
614612,exper,crim,10,8.7333326,20-29,1,black,nev married,dipl,empl,,0,4,50.55545044,131.4443665,15,2599.9993,8007.9961,,,
614683,contr,crim,10,7.666666,20-29,1,black,nev married,no cred,not empl,unempl,0,3,17.33332825,21.66662598,0,0,0,,,
614706,exper,drop,24,13.066667,16-19,1,black,nev married,no cred,empl,unempl,0,9,95.69436646,227.3193054,14,2426.666,5880.333,0,0,0
614719,exper,drug,16,,,1,,nev married,dipl,,other,,,,,11,1733.333,5070,0,0,0
615242,contr,crim,9,7.7333331,30-39,1,white,sep/div/wid,dipl,not empl,unempl,0,8,8.666664124,34.66664124,5,234,1560,,,
615433,contr,drop,32,8.666666,16-19,1,black,nev married,no cred,empl,unempl,0,4,57.77766418,121.333313,4,312,390,0,0,0
615475,exper,crim,8,7.4666667,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,,,,,,
615721,exper,crim,8,5.2499995,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,,,,,,
615789,exper,drop,18,8.166666,16-19,1,hispan,nev married,no cred,not empl,home,0,0,0,0,7,1213.3333,3488.333,,,
615860,contr,drug,6,7.3999996,30-39,0,black,sep/div/wid,no cred,not empl,work,216.6665802,0,0,0,0,0,0,0,0,0
